Start Date,End Date,Group,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
4/1/2020,4/30/2020,By Month,Connecticut,All Sexes,All Ages,2457,5370,683,505,0,2640
5/1/2020,5/31/2020,By Month,Connecticut,All Sexes,All Ages,1535,4026,476,350,0,1661
6/1/2020,6/30/2020,By Month,Connecticut,All Sexes,All Ages,285,2620,157,57,0,385
7/1/2020,7/31/2020,By Month,Connecticut,All Sexes,All Ages,77,2554,98,12,0,163
8/1/2020,8/31/2020,By Month,Connecticut,All Sexes,All Ages,30,2513,102,0,0,125
9/1/2020,9/30/2020,By Month,Connecticut,All Sexes,All Ages,43,2579,121,11,0,153
10/1/2020,10/31/2020,By Month,Connecticut,All Sexes,All Ages,147,2837,154,41,0,260
11/1/2020,11/30/2020,By Month,Connecticut,All Sexes,All Ages,499,3172,300,176,0,623
12/1/2020,12/31/2020,By Month,Connecticut,All Sexes,All Ages,1099,3895,538,402,0,1235
1/1/2021,1/31/2021,By Month,Connecticut,All Sexes,All Ages,1030,3794,506,391,0,1145
2/1/2021,2/28/2021,By Month,Connecticut,All Sexes,All Ages,480,2850,313,207,0,586
3/1/2021,3/31/2021,By Month,Connecticut,All Sexes,All Ages,247,2873,207,103,0,351
4/1/2021,4/30/2021,By Month,Connecticut,All Sexes,All Ages,193,2584,175,81,0,287
5/1/2021,5/31/2021,By Month,Connecticut,All Sexes,All Ages,120,2686,148,53,0,215
6/1/2021,6/30/2021,By Month,Connecticut,All Sexes,All Ages,24,2508,121,13,0,132
7/1/2021,7/31/2021,By Month,Connecticut,All Sexes,All Ages,22,2638,104,0,0,118
8/1/2021,8/31/2021,By Month,Connecticut,All Sexes,All Ages,123,2791,200,63,0,260
9/1/2021,9/30/2021,By Month,Connecticut,All Sexes,All Ages,185,2801,220,105,0,300
10/1/2021,10/31/2021,By Month,Connecticut,All Sexes,All Ages,154,2894,226,72,0,308
11/1/2021,11/30/2021,By Month,Connecticut,All Sexes,All Ages,173,2994,228,72,0,329
12/1/2021,12/31/2021,By Month,Connecticut,All Sexes,All Ages,402,3340,350,203,0,551
1/1/2022,1/31/2022,By Month,Connecticut,All Sexes,All Ages,1028,4009,618,468,0,1182
2/1/2022,2/28/2022,By Month,Connecticut,All Sexes,All Ages,379,2956,283,157,0,505
3/1/2022,3/31/2022,By Month,Connecticut,All Sexes,All Ages,68,2764,161,30,0,201
4/1/2022,4/30/2022,By Month,Connecticut,All Sexes,All Ages,70,2693,167,18,0,226
5/1/2022,5/31/2022,By Month,Connecticut,All Sexes,All Ages,112,2823,222,44,0,296
6/1/2022,6/30/2022,By Month,Connecticut,All Sexes,All Ages,100,2577,176,27,0,252
7/1/2022,7/31/2022,By Month,Connecticut,All Sexes,All Ages,86,2672,162,14,0,234
8/1/2022,8/31/2022,By Month,Connecticut,All Sexes,All Ages,105,2491,170,32,0,243
9/1/2022,9/24/2022,By Month,Connecticut,All Sexes,All Ages,72,1398,116,20,0,168
1/1/2020,1/31/2020,By Month,Delaware,All Sexes,All Ages,0,854,45,0,0,52
2/1/2020,2/29/2020,By Month,Delaware,All Sexes,All Ages,0,773,36,0,0,42
3/1/2020,3/31/2020,By Month,Delaware,All Sexes,All Ages,0,885,61,0,10,76
4/1/2020,4/30/2020,By Month,Delaware,All Sexes,All Ages,189,1031,129,81,0,238
5/1/2020,5/31/2020,By Month,Delaware,All Sexes,All Ages,276,1102,134,97,0,313
6/1/2020,6/30/2020,By Month,Delaware,All Sexes,All Ages,73,802,62,32,0,103
7/1/2020,7/31/2020,By Month,Delaware,All Sexes,All Ages,35,872,46,20,0,61
8/1/2020,8/31/2020,By Month,Delaware,All Sexes,All Ages,20,848,41,0,0,55
9/1/2020,9/30/2020,By Month,Delaware,All Sexes,All Ages,31,828,46,13,0,64
10/1/2020,10/31/2020,By Month,Delaware,All Sexes,All Ages,83,907,65,36,0,112
11/1/2020,11/30/2020,By Month,Delaware,All Sexes,All Ages,95,854,78,50,0,123
12/1/2020,12/31/2020,By Month,Delaware,All Sexes,All Ages,285,1234,172,120,0,338
1/1/2021,1/31/2021,By Month,Delaware,All Sexes,All Ages,325,1221,204,163,0,366
2/1/2021,2/28/2021,By Month,Delaware,All Sexes,All Ages,147,910,107,74,0,180
3/1/2021,3/31/2021,By Month,Delaware,All Sexes,All Ages,69,922,71,33,0,107
4/1/2021,4/30/2021,By Month,Delaware,All Sexes,All Ages,71,857,64,34,0,101
5/1/2021,5/31/2021,By Month,Delaware,All Sexes,All Ages,42,890,50,20,0,72
6/1/2021,6/30/2021,By Month,Delaware,All Sexes,All Ages,25,797,53,13,0,65
7/1/2021,7/31/2021,By Month,Delaware,All Sexes,All Ages,17,791,40,0,0,50
8/1/2021,8/31/2021,By Month,Delaware,All Sexes,All Ages,57,928,64,35,0,86
9/1/2021,9/30/2021,By Month,Delaware,All Sexes,All Ages,134,949,127,97,0,164
10/1/2021,10/31/2021,By Month,Delaware,All Sexes,All Ages,118,1020,116,78,0,156
11/1/2021,11/30/2021,By Month,Delaware,All Sexes,All Ages,93,937,89,58,0,124
12/1/2021,12/31/2021,By Month,Delaware,All Sexes,All Ages,168,1095,166,110,0,224
1/1/2022,1/31/2022,By Month,Delaware,All Sexes,All Ages,340,1321,240,197,0,384
2/1/2022,2/28/2022,By Month,Delaware,All Sexes,All Ages,149,1002,134,90,0,193
3/1/2022,3/31/2022,By Month,Delaware,All Sexes,All Ages,52,937,74,20,0,106
4/1/2022,4/30/2022,By Month,Delaware,All Sexes,All Ages,25,869,50,10,0,68
5/1/2022,5/31/2022,By Month,Delaware,All Sexes,All Ages,33,892,52,14,0,71
6/1/2022,6/30/2022,By Month,Delaware,All Sexes,All Ages,35,804,57,18,0,75
7/1/2022,7/31/2022,By Month,Delaware,All Sexes,All Ages,39,886,61,14,0,86
8/1/2022,8/31/2022,By Month,Delaware,All Sexes,All Ages,41,786,56,19,0,78
9/1/2022,9/24/2022,By Month,Delaware,All Sexes,All Ages,14,344,15,0,0,24
1/1/2020,1/31/2020,By Month,District of Columbia,All Sexes,All Ages,0,607,40,0,0,42
2/1/2020,2/29/2020,By Month,District of Columbia,All Sexes,All Ages,0,512,39,0,0,40
3/1/2020,3/31/2020,By Month,District of Columbia,All Sexes,All Ages,15,540,58,15,0,64
4/1/2020,4/30/2020,By Month,District of Columbia,All Sexes,All Ages,262,899,303,259,0,307
5/1/2020,5/31/2020,By Month,District of Columbia,All Sexes,All Ages,272,832,297,268,0,302
6/1/2020,6/30/2020,By Month,District of Columbia,All Sexes,All Ages,116,587,138,106,0,148
7/1/2020,7/31/2020,By Month,District of Columbia,All Sexes,All Ages,43,565,53,30,0,66
8/1/2020,8/31/2020,By Month,District of Columbia,All Sexes,All Ages,37,546,61,33,0,65
9/1/2020,9/30/2020,By Month,District of Columbia,All Sexes,All Ages,28,520,56,23,0,61
10/1/2020,10/31/2020,By Month,District of Columbia,All Sexes,All Ages,37,562,67,33,0,71
11/1/2020,11/30/2020,By Month,District of Columbia,All Sexes,All Ages,61,566,82,48,0,96
12/1/2020,12/31/2020,By Month,District of Columbia,All Sexes,All Ages,133,720,151,117,0,167
1/1/2021,1/31/2021,By Month,District of Columbia,All Sexes,All Ages,185,770,142,121,0,206
2/1/2021,2/28/2021,By Month,District of Columbia,All Sexes,All Ages,121,607,98,67,0,152
3/1/2021,3/31/2021,By Month,District of Columbia,All Sexes,All Ages,67,604,56,30,0,93
4/1/2021,4/30/2021,By Month,District of Columbia,All Sexes,All Ages,60,564,74,33,0,101
5/1/2021,5/31/2021,By Month,District of Columbia,All Sexes,All Ages,40,550,63,27,0,76
6/1/2021,6/30/2021,By Month,District of Columbia,All Sexes,All Ages,13,524,32,10,0,35
7/1/2021,7/31/2021,By Month,District of Columbia,All Sexes,All Ages,16,573,45,12,0,49
